1	1510.818141
2	1510.818141
3	1510.818141
4	1510.818141
5	1510.818141
6	1510.818141
7	1510.818141
8	1510.818141
9	1510.818141
10	1510.818141
11	1510.818141
12	1510.818141
13	1510.818141
14	1510.818141
15	1510.818141
16	1510.818141
17	1510.818141
18	1510.818141
19	1510.818141
20	1510.818141
21	1510.818141
22	1510.810016
23	1510.807783
24	1510.808829
25	1510.80879
26	1510.809594
27	1510.808166
28	1510.812499
29	1510.806129
30	1510.810646
31	1510.812513
32	1510.813153
33	1510.813208
34	1510.802257
35	1510.806105
36	1510.810855
37	1510.807708
38	1510.811675
39	1510.808732
40	1510.817139
41	1510.80563
42	1510.804056
43	1510.809547
44	1510.807499
45	1510.80874
46	1510.816318
47	1510.808021
48	1510.811117
49	1510.804884
50	1510.800821
51	1510.807906
52	1510.809127
53	1510.812276
54	1510.810215
55	1510.809651
56	1510.802184
57	1510.810848
58	1510.809068
59	1510.804147
60	1510.80754
61	1510.808241
62	1510.806152
63	1510.8055
64	1510.803138
65	1510.802968
66	1510.802645
67	1510.804903
68	1510.805943
69	1510.810404
70	1510.809008
71	1510.804852
72	1510.801664
73	1510.800829
74	1510.802229
75	1510.80369
76	1510.804072
77	1510.804086
78	1510.802358
79	1510.802342
80	1510.805531
81	1510.803759
82	1510.807254
83	1510.802269
84	1510.80538
85	1510.803355
86	1510.802339
87	1510.801162
88	1510.80769
89	1510.799565
90	1510.805617
91	1510.808243
92	1510.803676
93	1510.803738
94	1510.802927
95	1510.80118
96	1510.803165
97	1510.804867
98	1510.804884
99	1510.801038
100	1510.801064
101	1510.802807
102	1510.802495
103	1510.804071
104	1510.80416
105	1510.803545
106	1510.798845
107	1510.79732
108	1510.81103
109	1510.807177
110	1510.801911
111	1510.805854
112	1510.809248
113	1510.803202
114	1510.806737
115	1510.803811
116	1510.803475
117	1510.798972
118	1510.800053
119	1510.805227
120	1510.8012
121	1510.802103
122	1510.804493
123	1510.798739
124	1510.803592
125	1510.807072
126	1510.800519
127	1510.80002
128	1510.797421
129	1510.805038
130	1510.801239
131	1510.795401
132	1510.79898
133	1510.805226
134	1510.79852
135	1510.798009
136	1510.801427
137	1510.801365
138	1510.806305
139	1510.799415
140	1510.801082
141	1510.80136
142	1510.801017
143	1510.798113
144	1510.805064
145	1510.796903
146	1510.804234
147	1510.794782
148	1510.802133
149	1510.798763
150	1510.79831
151	1510.792215
152	1510.798492
153	1510.798303
154	1510.792711
155	1510.798672
156	1510.801384
157	1510.800908
158	1510.798916
159	1510.797126
160	1510.795595
161	1510.797116
162	1510.796884
163	1510.803572
164	1510.802212
165	1510.80163
166	1510.797491
167	1510.793811
168	1510.793088
169	1510.80327
170	1510.79352
171	1510.799981
172	1510.79752
173	1510.794836
174	1510.799519
175	1510.794309
176	1510.799538
177	1510.79286
178	1510.79433
179	1510.793209
180	1510.795729
181	1510.79374
182	1510.799025
183	1510.798871
184	1510.790297
185	1510.795033
186	1510.792963
187	1510.791728
188	1510.796736
189	1510.797547
190	1510.795504
191	1510.791145
192	1510.79098
193	1510.797638
194	1510.794246
195	1510.795869
196	1510.797266
197	1510.796449
198	1510.795157
199	1510.79868
200	1510.79549
201	1510.797359
202	1510.79555
203	1510.792155
204	1510.793679
205	1510.797387
206	1510.795992
207	1510.79415
208	1510.799652
209	1510.791639
210	1510.790429
211	1510.801971
212	1510.799057
213	1510.796534
214	1510.798776
215	1510.797811
216	1510.791606
217	1510.798634
218	1510.790592
219	1510.797209
220	1510.791428
221	1510.804034
222	1510.79563
223	1510.788587
224	1510.79404
225	1510.789884
226	1510.79588
227	1510.791679
228	1510.793711
229	1510.793709
230	1510.792679
231	1510.784011
232	1510.793059
233	1510.78907
234	1510.788544
235	1510.790754
236	1510.792348
237	1510.795876
238	1510.795798
239	1510.793646
240	1510.788544
241	1510.792189
242	1510.795089
243	1510.789955
244	1510.786938
245	1510.788927
246	1510.795634
247	1510.796335
248	1510.795058
249	1510.794309
250	1510.79384
251	1510.793193
252	1510.792883
253	1510.791549
254	1510.792668
255	1510.789324
256	1510.798847
257	1510.790048
258	1510.790292
259	1510.793427
260	1510.795001
261	1510.791997
262	1510.79383
263	1510.788826
264	1510.795224
265	1510.801376
266	1510.790388
267	1510.798377
268	1510.791006
269	1510.784404
270	1510.79493
271	1510.794204
272	1510.791746
273	1510.794797
274	1510.789816
275	1510.79949
276	1510.792973
277	1510.791636
278	1510.792907
279	1510.796354
280	1510.78886
281	1510.784729
282	1510.788879
283	1510.791245
284	1510.789258
285	1510.794399
286	1510.782636
287	1510.787792
288	1510.790783
289	1510.790251
290	1510.787701
291	1510.788052
292	1510.794411
293	1510.796784
294	1510.794398
295	1510.794499
296	1510.793143
297	1510.794769
298	1510.788842
299	1510.796863
300	1510.789728
301	1510.790824
302	1510.788493
303	1510.791716
304	1510.789166
305	1510.79292
306	1510.786372
307	1510.78735
308	1510.785639
309	1510.788262
310	1510.790432
311	1510.786212
312	1510.798452
313	1510.792838
314	1510.794732
315	1510.793872
316	1510.788458
317	1510.79798
318	1510.794747
319	1510.790179
320	1510.791897
321	1510.787402
322	1510.795663
323	1510.794986
324	1510.793195
325	1510.797655
326	1510.786894
327	1510.79348
328	1510.789694
329	1510.795036
330	1510.789395
331	1510.790625
332	1510.795507
333	1510.796517
334	1510.800619
335	1510.793089
336	1510.789513
337	1510.790407
338	1510.788926
339	1510.785286
340	1510.801192
341	1510.79252
342	1510.80069
343	1510.793503
344	1510.786694
345	1510.792698
346	1510.785061
347	1510.788572
348	1510.788893
349	1510.785031
350	1510.78763
351	1510.789617
352	1510.798401
353	1510.793456
354	1510.786445
355	1510.792782
356	1510.788931
357	1510.79215
358	1510.790426
359	1510.793434
360	1510.794346
361	1510.793027
362	1510.791871
363	1510.787849
364	1510.794221
365	1510.786277
366	1510.793481
367	1510.791834
368	1510.791079
369	1510.787237
370	1510.783791
371	1510.793123
372	1510.790873
373	1510.792446
374	1510.785542
375	1510.789886
376	1510.795162
377	1510.789636
378	1510.795881
379	1510.785604
380	1510.786858
381	1510.788945
382	1510.791264
383	1510.791204
384	1510.794143
385	1510.793473
386	1510.789354
387	1510.791438
388	1510.795044
389	1510.800119
390	1510.788279
391	1510.787964
392	1510.793416
393	1510.790722
394	1510.792573
395	1510.790024
396	1510.790784
397	1510.796612
398	1510.79001
399	1510.789624
400	1510.792734
401	1510.795148
402	1510.796433
403	1510.79199
404	1510.79193
405	1510.791398
406	1510.790689
407	1510.789605
408	1510.790788
409	1510.795606
410	1510.793762
411	1510.788842
412	1510.796183
413	1510.794719
414	1510.792287
415	1510.791067
416	1510.797986
417	1510.794027
418	1510.796007
419	1510.795325
420	1510.788458
421	1510.789671
422	1510.795855
423	1510.800566
424	1510.79551
425	1510.792345
426	1510.796946
427	1510.791698
428	1510.79064
429	1510.792763
430	1510.792153
431	1510.789916
432	1510.799874
433	1510.791095
434	1510.785706
435	1510.784973
436	1510.790014
437	1510.791306
438	1510.785443
439	1510.801932
440	1510.79251
441	1510.79733
442	1510.796911
443	1510.794504
444	1510.786762
445	1510.788639
446	1510.789907
447	1510.790455
448	1510.787984
449	1510.792965
450	1510.792445
451	1510.790563
452	1510.79369
453	1510.795158
454	1510.792003
455	1510.790392
456	1510.793518
457	1510.79771
458	1510.788881
459	1510.795232
460	1510.794729
461	1510.789233
462	1510.791254
463	1510.792561
464	1510.788096
465	1510.796003
466	1510.796615
467	1510.793876
468	1510.786623
469	1510.791493
470	1510.795197
471	1510.790349
472	1510.793873
473	1510.789583
474	1510.793943
475	1510.792815
476	1510.788671
477	1510.793615
478	1510.787088
479	1510.792928
480	1510.790301
481	1510.791413
482	1510.796501
483	1510.790119
484	1510.804365
485	1510.79575
486	1510.794799
487	1510.798339
488	1510.795146
489	1510.795596
490	1510.785942
491	1510.790217
492	1510.793272
493	1510.788075
494	1510.795219
495	1510.79062
496	1510.793299
497	1510.792081
498	1510.792526
499	1510.79684
500	1510.791251
501	1510.791222
502	1510.790154
503	1510.791125
504	1510.79352
505	1510.789596
506	1510.787024
507	1510.785879
508	1510.789175
509	1510.794079
510	1510.789429
511	1510.788798
512	1510.795808
513	1510.784433
514	1510.790761
515	1510.788875
516	1510.795728
517	1510.787626
518	1510.7924
519	1510.795486
520	1510.789633
521	1510.785284
522	1510.790601
523	1510.789797
524	1510.792955
525	1510.794035
526	1510.789108
527	1510.791016
528	1510.79529
529	1510.791797
530	1510.79392
531	1510.79236
532	1510.796321
533	1510.792328
534	1510.788653
535	1510.790564
536	1510.801758
537	1510.794103
538	1510.79602
539	1510.801616
540	1510.785101
541	1510.794464
542	1510.789481
543	1510.794313
544	1510.790865
545	1510.79271
546	1510.786792
547	1510.7973
548	1510.790787
549	1510.797941
550	1510.793192
551	1510.792287
552	1510.791271
553	1510.788996
554	1510.793469
555	1510.789296
556	1510.790291
557	1510.790278
558	1510.793966
559	1510.790892
560	1510.788495
561	1510.793701
562	1510.791825
563	1510.786176
564	1510.782049
565	1510.792378
566	1510.789189
567	1510.791553
568	1510.797402
569	1510.797575
570	1510.79204
571	1510.786851
572	1510.793883
573	1510.792525
574	1510.789728
575	1510.790463
576	1510.793613
577	1510.793993
578	1510.792679
579	1510.795453
580	1510.7915
581	1510.793185
582	1510.79143
583	1510.792103
584	1510.795123
585	1510.790517
586	1510.789993
587	1510.792485
588	1510.786535
589	1510.79039
590	1510.795324
591	1510.793358
592	1510.795495
593	1510.792862
594	1510.791866
595	1510.797222
596	1510.789389
597	1510.790235
598	1510.792355
599	1510.793978
600	1510.792892
601	1510.794638
602	1510.788833
603	1510.792453
604	1510.792826
605	1510.78797
606	1510.791741
607	1510.790639
608	1510.793186
609	1510.786006
610	1510.792497
611	1510.796009
612	1510.783061
613	1510.791783
614	1510.794175
615	1510.789874
616	1510.792984
617	1510.792779
618	1510.791776
619	1510.793519
620	1510.787627
621	1510.790767
622	1510.792484
623	1510.792273
624	1510.786783
625	1510.787122
626	1510.794967
627	1510.793476
628	1510.795999
629	1510.790168
630	1510.796149
631	1510.79819
632	1510.796145
633	1510.795295
634	1510.792554
635	1510.798714
636	1510.798867
637	1510.792886
638	1510.791667
639	1510.793937
640	1510.787807
641	1510.793047
642	1510.795311
643	1510.788929
644	1510.79963
645	1510.794593
646	1510.791981
647	1510.794529
648	1510.796488
649	1510.798518
650	1510.793109
651	1510.795974
652	1510.792446
653	1510.79536
654	1510.79283
655	1510.78967
656	1510.797215
657	1510.787163
658	1510.798334
659	1510.794443
660	1510.796775
661	1510.793359
662	1510.789281
663	1510.791402
664	1510.794345
665	1510.796611
666	1510.801338
667	1510.793385
668	1510.787227
669	1510.793266
670	1510.79482
671	1510.794588
672	1510.79523
673	1510.791114
674	1510.797391
675	1510.791389
676	1510.795219
677	1510.796748
678	1510.795645
679	1510.794584
680	1510.797145
681	1510.793466
682	1510.792864
683	1510.794788
684	1510.797838
685	1510.795013
686	1510.798814
687	1510.797037
688	1510.80254
689	1510.793949
690	1510.795726
691	1510.796225
692	1510.790933
693	1510.793028
694	1510.796829
695	1510.792177
696	1510.806299
697	1510.798969
698	1510.791817
699	1510.799132
700	1510.79688
701	1510.797043
702	1510.800463
703	1510.79566
704	1510.801041
705	1510.796229
706	1510.800214
707	1510.796747
708	1510.792276
709	1510.802095
710	1510.795573
711	1510.801591
712	1510.79566
713	1510.794303
714	1510.798437
715	1510.799561
716	1510.794031
717	1510.787174
718	1510.797435
719	1510.800246
720	1510.80569
721	1510.796023
722	1510.802278
723	1510.798356
724	1510.798338
725	1510.807197
726	1510.797948
727	1510.803724
728	1510.795321
729	1510.799367
730	1510.799958
731	1510.79796
732	1510.79947
733	1510.797888
734	1510.793212
735	1510.794871
736	1510.798319
737	1510.788542
738	1510.79996
739	1510.80409
740	1510.807167
741	1510.798686
742	1510.803729
743	1510.803043
744	1510.804227
745	1510.798568
746	1510.807419
747	1510.801985
748	1510.805352
749	1510.799921
750	1510.802861
751	1510.799666
752	1510.803682
753	1510.804675
754	1510.802181
755	1510.805722
756	1510.795212
757	1510.806404
758	1510.805009
759	1510.798435
760	1510.796655
761	1510.801013
762	1510.804036
763	1510.801709
764	1510.800551
765	1510.805319
766	1510.804211
767	1510.805102
768	1510.802485
769	1510.802656
770	1510.802139
771	1510.796284
772	1510.799621
773	1510.804369
774	1510.796082
775	1510.803586
776	1510.800313
777	1510.802052
778	1510.799664
779	1510.810808
780	1510.798845
781	1510.808037
782	1510.804677
783	1510.803708
784	1510.800317
785	1510.800303
786	1510.801301
787	1510.809551
788	1510.803206
789	1510.80727
790	1510.807928
791	1510.802509
792	1510.803889
793	1510.809092
794	1510.805836
795	1510.804898
796	1510.805269
797	1510.805265
798	1510.80283
